datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,count_hat,dataset_type
2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0.0,33.0,33.0,63.78578186035156,train
2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1.0,87.0,88.0,77.16432189941406,train
2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3.0,192.0,195.0,103.60919952392578,train
2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6.0,109.0,115.0,89.41107177734375,train
2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4.0,53.0,57.0,89.41107177734375,train
2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12.0,34.0,46.0,113.16654968261719,train
2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5.0,74.0,79.0,113.16654968261719,train
2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6.0,65.0,71.0,113.51460266113281,train
2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10.0,52.0,62.0,119.60115814208984,train
2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7.0,55.0,62.0,119.60115814208984,train
2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4.0,85.0,89.0,138.20489501953125,train
2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4.0,186.0,190.0,124.20580291748047,train
2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3.0,166.0,169.0,116.49588012695312,train
2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5.0,127.0,132.0,114.84548950195312,train
2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7.0,82.0,89.0,76.1108169555664,train
2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3.0,40.0,43.0,66.44548797607422,train
2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1.0,41.0,42.0,71.88349914550781,train
2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,1.0,18.0,19.0,77.22346496582031,train
2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0.0,11.0,11.0,50.15534210205078,train
2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0.0,4.0,4.0,36.52438735961914,train
2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0.0,2.0,2.0,36.52438735961914,train
2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0.0,1.0,1.0,42.417335510253906,train
2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0.0,4.0,4.0,44.680458068847656,train
2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0.0,36.0,36.0,43.641910552978516,train
2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0.0,95.0,95.0,57.35870361328125,train
2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3.0,216.0,219.0,79.3189697265625,train
2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6.0,116.0,122.0,67.9407958984375,train
2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,3.0,42.0,45.0,77.22346496582031,train
2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2.0,57.0,59.0,72.5052490234375,train
2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6.0,78.0,84.0,106.005126953125,train
2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12.0,55.0,67.0,109.50334167480469,train
2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11.0,59.0,70.0,114.21881866455078,train
2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8.0,54.0,62.0,105.24230194091797,train
2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12.0,74.0,86.0,114.78326416015625,train
2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9.0,163.0,172.0,76.94510650634766,train
2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5.0,158.0,163.0,87.23416137695312,train
2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3.0,109.0,112.0,62.1900520324707,train
2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3.0,66.0,69.0,76.49454498291016,train
2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0.0,48.0,48.0,89.8134994506836,train
2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1.0,51.0,52.0,80.76083374023438,train
2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4.0,19.0,23.0,75.6515121459961,train
2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4.0,13.0,17.0,66.79305267333984,train
2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2.0,5.0,7.0,61.77961730957031,train
2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0.0,1.0,1.0,61.77961730957031,train
2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0.0,1.0,1.0,69.4385986328125,train
2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,0.0,5.0,5.0,67.80673217773438,train
2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,8.0,26.0,34.0,84.50674438476562,train
2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,8.0,76.0,84.0,60.417999267578125,train
2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20.0,190.0,210.0,78.98698425292969,train
2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9.0,125.0,134.0,72.1112060546875,train
2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16.0,47.0,63.0,89.41107177734375,train
2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19.0,48.0,67.0,79.76638793945312,train
2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9.0,50.0,59.0,84.49329376220703,train
2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,9.0,64.0,73.0,79.58934020996094,train
2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,7.0,43.0,50.0,81.14877319335938,train
2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9.0,63.0,72.0,94.34947204589844,train
2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5.0,82.0,87.0,94.34947204589844,train
2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,9.0,178.0,187.0,82.01028442382812,train
2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7.0,116.0,123.0,90.78841400146484,train
2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,3.0,92.0,95.0,60.81791305541992,train
2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,1.0,50.0,51.0,70.4505615234375,train
2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0.0,39.0,39.0,68.21664428710938,train
2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,2.0,34.0,36.0,77.71087646484375,train
2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,1.0,14.0,15.0,76.37887573242188,train
2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,1.0,24.0,25.0,28.20669937133789,train
2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1.0,15.0,16.0,21.992618560791016,train
2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,3.0,13.0,16.0,19.352251052856445,train
2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0.0,7.0,7.0,23.36075782775879,train
2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,0.0,1.0,1.0,23.36075782775879,train
2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0.0,5.0,5.0,34.39400100708008,train
2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0.0,2.0,2.0,34.39400100708008,train
2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,1.0,8.0,9.0,34.13933181762695,train
2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,0.0,15.0,15.0,29.057817459106445,train
2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0.0,20.0,20.0,29.057817459106445,train
2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5.0,56.0,61.0,56.246891021728516,train
2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,2.0,60.0,62.0,66.90696716308594,train
2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,8.0,90.0,98.0,69.7396469116211,train
2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,7.0,95.0,102.0,87.86560821533203,train
2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,12.0,83.0,95.0,112.27074432373047,train
2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5.0,69.0,74.0,105.0503921508789,train
2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,8.0,68.0,76.0,88.59110260009766,train
2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5.0,64.0,69.0,90.76703643798828,train
2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,3.0,52.0,55.0,68.54012298583984,train
2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,4.0,26.0,30.0,62.06202697753906,train
2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0.0,28.0,28.0,56.880287170410156,train
2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,2.0,35.0,37.0,58.35573959350586,train
2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,1.0,33.0,34.0,57.55893325805664,train
2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0.0,22.0,22.0,50.2193717956543,train
2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,1.0,24.0,25.0,45.672489166259766,train
2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,0.0,12.0,12.0,46.91007995605469,train
2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0.0,11.0,11.0,38.62139129638672,train
2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0.0,4.0,4.0,37.24919891357422,train
2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,0.0,1.0,1.0,23.99800682067871,train
2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,0.0,1.0,1.0,23.99800682067871,train
2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,0.0,1.0,1.0,34.0251350402832,train
2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,1.0,5.0,6.0,23.99800682067871,train
2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,0.0,10.0,10.0,34.0251350402832,train
2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,0.0,19.0,19.0,45.000274658203125,train
2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,0.0,49.0,49.0,56.44232177734375,train
2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,2.0,47.0,49.0,85.05184173583984,train
2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,4.0,79.0,83.0,83.51192474365234,train
2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,6.0,69.0,75.0,97.40708923339844,train
2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,8.0,64.0,72.0,109.48221588134766,train
2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,5.0,77.0,82.0,99.71185302734375,train
2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,13.0,79.0,92.0,97.40708923339844,train
2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,3.0,59.0,62.0,83.67383575439453,train
2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,4.0,44.0,48.0,75.22989654541016,train
2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1.0,40.0,41.0,63.9831428527832,train
2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0.0,38.0,38.0,47.22147750854492,train
2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,1.0,19.0,20.0,47.93918991088867,train
2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,5.0,10.0,15.0,46.537899017333984,train
2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,0.0,6.0,6.0,34.32188415527344,train
2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,2.0,3.0,5.0,43.21146774291992,train
2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1.0,0.0,1.0,43.21146774291992,train
2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,0.0,3.0,3.0,45.34292984008789,train
2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,0.0,1.0,1.0,45.34292984008789,train
2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,1.0,2.0,3.0,77.14559173583984,train
2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,0.0,3.0,3.0,48.741756439208984,train
2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,0.0,31.0,31.0,43.21146774291992,train
2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,2.0,75.0,77.0,45.34292984008789,train
2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,4.0,184.0,188.0,71.98712158203125,train
2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,2.0,92.0,94.0,61.91295623779297,train
2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,0.0,31.0,31.0,60.038387298583984,train
2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,2.0,28.0,30.0,62.17460250854492,train
2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,5.0,47.0,52.0,79.32617950439453,train
2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,4.0,50.0,54.0,79.32617950439453,train
2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,0.0,47.0,47.0,79.76638793945312,train
2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,2.0,43.0,45.0,79.76638793945312,train
2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,4.0,70.0,74.0,95.3323974609375,train
2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,4.0,174.0,178.0,100.37068939208984,train
2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,1.0,154.0,155.0,97.20719909667969,train
2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,3.0,92.0,95.0,69.54633331298828,train
2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,1.0,73.0,74.0,65.66493225097656,train
2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,1.0,37.0,38.0,58.81353759765625,train
2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,2.0,22.0,24.0,53.62114715576172,train
2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,0.0,18.0,18.0,53.62114715576172,train
2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,2.0,10.0,12.0,57.75031661987305,train
2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,0.0,3.0,3.0,53.62114715576172,train
2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,0.0,3.0,3.0,53.67707824707031,train
2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,0.0,6.0,6.0,60.18565368652344,train
2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,0.0,27.0,27.0,60.18565368652344,train
2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,2.0,97.0,99.0,51.526432037353516,train
2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,3.0,214.0,217.0,81.74346160888672,train
